sourcefile	id	specie	author	endemic_genus	endemic_specie	endemic_subspecie	origin	category	habitat	id_biota	gpsdatetime	latitude	longitude	gpsaltitude	name	medium	class	family	endemicity	domain	division	phylo	order	presence
images/links_dropbox_protected/FV0596-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV0596	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	19/05/2024	NA	NA	998.224	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV0614-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0614	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	21/05/2024	NA	NA	617.981	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0624-Traganum moquinii-Webb ex Moq. in DC.-eg_no-ee_no--ns-ep-CC_HS-F00281.jpg	FV0624	Traganum moquinii	Webb ex Moq. in DC.	NO	NO	-	Nativo seguro	Especie protegida	CC_HS	F00281	22/05/2024	NA	NA	70.2	Balancón	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0625-Traganum moquinii-Webb ex Moq. in DC.-eg_no-ee_no--ns-ep-CC_HS-F00281.jpg	FV0625	Traganum moquinii	Webb ex Moq. in DC.	NO	NO	-	Nativo seguro	Especie protegida	CC_HS	F00281	22/05/2024	NA	NA	43.212	Balancón	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0626-Traganum moquinii-Webb ex Moq. in DC.-eg_no-ee_no--ns-ep-CC_HS-F00281.jpg	FV0626	Traganum moquinii	Webb ex Moq. in DC.	NO	NO	-	Nativo seguro	Especie protegida	CC_HS	F00281	22/05/2024	NA	NA	51.057	Balancón	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0628-Traganum moquinii-Webb ex Moq. in DC.-eg_no-ee_no--ns-ep-CC_HS-F00281.jpg	FV0628	Traganum moquinii	Webb ex Moq. in DC.	NO	NO	-	Nativo seguro	Especie protegida	CC_HS	F00281	22/05/2024	NA	NA	53.491	Balancón	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0629-Traganum moquinii-Webb ex Moq. in DC.-eg_no-ee_no--ns-ep-CC_HS-F00281.jpg	FV0629	Traganum moquinii	Webb ex Moq. in DC.	NO	NO	-	Nativo seguro	Especie protegida	CC_HS	F00281	22/05/2024	NA	NA	48.823	Balancón	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0630-Euphorbia canariensis-L.-eg_no-ee_si--ns-ep-TC-F00766.jpg	FV0630	Euphorbia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	TC	F00766	22/05/2024	NA	NA	58.081	Cardón	Terrestre	Magnoliopsida	Euphorbiaceae	Endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Gs Ts Cs Fs Ld
images/links_dropbox_protected/FV0633-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0633	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	22/05/2024	NA	NA	1254.811	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0636-Aeonium undulatum-Webb & Berthel.-eg_no-ee_si--ns-ep--F00608.jpg	FV0636	Aeonium undulatum	Webb & Berthel.	NO	SI	-	Nativo seguro	Especie protegida	NA	F00608	22/05/2024	NA	NA	1254.389	Bejeque de Gran Canaria	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0639-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0639	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	22/05/2024	NA	NA	1275.191	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0640-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0640	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	22/05/2024	NA	NA	1279.375	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0644-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV0644	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	22/05/2024	NA	NA	1525.889	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV0653-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0653	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	22/05/2024	NA	NA	1633.011	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0657-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0657	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	22/05/2024	NA	NA	1627.29	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0661-Scrophularia calliantha-Webb & Berthel.-eg_no-ee_si--ns-ep-MA_LT-F01234.jpg	FV0661	Scrophularia calliantha	Webb & Berthel.	NO	SI	-	Nativo seguro	Especie protegida	MA_LT	F01234	22/05/2024	NA	NA	1738.193	Fistulera de Gran Canaria, bella de risco, flor de risco	Terrestre	Magnoliopsida	Scrophulariaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Cs
images/links_dropbox_protected/FV0662-Scrophularia calliantha-Webb & Berthel.-eg_no-ee_si--ns-ep-MA_LT-F01234.jpg	FV0662	Scrophularia calliantha	Webb & Berthel.	NO	SI	-	Nativo seguro	Especie protegida	MA_LT	F01234	22/05/2024	NA	NA	1761.519	Fistulera de Gran Canaria, bella de risco, flor de risco	Terrestre	Magnoliopsida	Scrophulariaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Cs
images/links_dropbox_protected/FV0663-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV0663	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	22/05/2024	NA	NA	1758.575	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV0669-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV0669	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	22/05/2024	NA	NA	1764.581	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV0673-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0673	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	22/05/2024	NA	NA	1769.003	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0675-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV0675	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	22/05/2024	NA	NA	1570.04	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV0677-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0677	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	22/05/2024	NA	NA	1572.017	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0680-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV0680	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	22/05/2024	NA	NA	1581.007	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV0684-Aeonium simsii-(Sweet) Stearn-eg_no-ee_si--ns-ep--F00371.jpg	FV0684	Aeonium simsii	(Sweet) Stearn	NO	SI	-	Nativo seguro	Especie protegida	NA	F00371	24/05/2024	NA	NA	1675.559	Góngaro flor de piedra	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0685-Aeonium simsii-(Sweet) Stearn-eg_no-ee_si--ns-ep--F00371.jpg	FV0685	Aeonium simsii	(Sweet) Stearn	NO	SI	-	Nativo seguro	Especie protegida	NA	F00371	24/05/2024	NA	NA	1675.778	Góngaro flor de piedra	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0688-Aeonium simsii-(Sweet) Stearn-eg_no-ee_si--ns-ep--F00371.jpg	FV0688	Aeonium simsii	(Sweet) Stearn	NO	SI	-	Nativo seguro	Especie protegida	NA	F00371	24/05/2024	NA	NA	1668.794	Góngaro flor de piedra	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0696-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0696	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	24/05/2024	NA	NA	1748.084	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0697-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0697	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	24/05/2024	NA	NA	1749.737	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0698-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV0698	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/05/2024	NA	NA	1265.816	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0703-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV0703	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/05/2024	NA	NA	420.659	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0707-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0707	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	12/05/2024	NA	NA	593.197	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0710-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0710	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	578.118	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0711-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0711	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	579.45	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0721-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0721	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	574.272	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0730-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0730	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	548.646	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0738-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0738	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	550.782	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0741-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0741	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	546.006	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0742-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0742	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	545.148	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0747-Aeonium undulatum-Webb & Berthel.-eg_no-ee_si--ns-ep--F00608.jpg	FV0747	Aeonium undulatum	Webb & Berthel.	NO	SI	-	Nativo seguro	Especie protegida	NA	F00608	12/05/2024	NA	NA	531.444	Bejeque de Gran Canaria	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0757-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0757	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	521.731	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0759-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0759	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	505.531	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0761-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0761	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	505.818	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0765-Aeonium arboreum arboreum-(L.) Webb & Berthel.-eg_no-ee_si-es_si-ns-ep-LHR_ER_ZU-F00347.jpg	FV0765	Aeonium arboreum arboreum	(L.) Webb & Berthel.	NO	SI	SI	Nativo seguro	Especie protegida	LHR_ER_ZU	F00347	12/05/2024	NA	NA	503.293	Bejeque, pastelera, pastel de risco	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0768-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0768	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	497.604	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0770-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0770	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	12/05/2024	NA	NA	0	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0775-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV0775	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	12/05/2024	NA	NA	534.898	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0776-Phoenix canariensis-H. Wildpret-eg_no-ee_si--ns-ep-BT-F01864.jpg	FV0776	Phoenix canariensis	H. Wildpret	NO	SI	-	Nativo seguro	Especie protegida	BT	F01864	12/05/2024	NA	NA	529.691	Palmera canaria, palma	Terrestre	Liliopsida	Arecaceae	Endémico	Plantae	Spermatophyta	NA	Arecales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0779-Davallia canariensis-(L.) Sm.-eg_no-ee_si--ns-ep-MA_LHR_ER_ZU-F00055.jpg	FV0779	Davallia canariensis	(L.) Sm.	NO	SI	-	Nativo seguro	Especie protegida	MA_LHR_ER_ZU	F00055	12/05/2024	NA	NA	519.587	Helecho batatilla, helechillo, cochinilla, rabo de cochino	Terrestre	Filicopsida	Davalliaceae	No endémico	Plantae	Pteridophyta	NA	Polypodiales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0783-Davallia canariensis-(L.) Sm.-eg_no-ee_si--ns-ep-MA_LHR_ER_ZU-F00055.jpg	FV0783	Davallia canariensis	(L.) Sm.	NO	SI	-	Nativo seguro	Especie protegida	MA_LHR_ER_ZU	F00055	12/05/2024	NA	NA	530.533	Helecho batatilla, helechillo, cochinilla, rabo de cochino	Terrestre	Filicopsida	Davalliaceae	No endémico	Plantae	Pteridophyta	NA	Polypodiales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0787-Teline microphylla-(DC.) P. E. Gibbs & Dingagwall-eg_no-ee_si--ns-ep-MC-F00594.jpg	FV0787	Teline microphylla	(DC.) P. E. Gibbs & Dingagwall	NO	SI	-	Nativo seguro	Especie protegida	MC	F00594	12/05/2024	NA	NA	574.967	Retama amarilla	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Cs
images/links_dropbox_protected/FV0788-Umbilicus heylandianus-Webb-eg_no-ee_no--np-ep--F00428.jpg	FV0788	Umbilicus heylandianus	Webb	NO	NO	-	Nativo probable	Especie protegida	NA	F00428	24/05/2024	NA	NA	1682.161	Sombrerillo de cumbre	Terrestre	Magnoliopsida	Crassulaceae	No endémico	Plantae	Spermatophyta	NA	Saxifragales	Ps Cs
images/links_dropbox_protected/FV0799-Adiantum capillus_veneris-L.-eg_no-ee_no--np-ep-HR_ER-F00020.jpg	FV0799	Adiantum capillus-veneris	L.	NO	NO	-	Nativo probable	Especie protegida	HR_ER	F00020	26/05/2024	NA	NA	405.432	Culantrillo de pozo, culantrillo, capilera	Terrestre	Filicopsida	Pteridaceae	No endémico	Plantae	Pteridophyta	NA	Polypodiales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0801-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV0801	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	26/05/2024	NA	NA	320.268	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0803-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV0803	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	26/05/2024	NA	NA	313.65	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0806-Aeonium arboreum-(L.) Webb & Berthel.-eg_no-ee_si--ns-ep--F02362.jpg	FV0806	Aeonium arboreum	(L.) Webb & Berthel.	NO	SI	-	Nativo seguro	Especie protegida	NA	F02362	26/05/2024	NA	NA	327.294	Bejeque arbóreo	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Hs Ps Gs Ts Cs
images/links_dropbox_protected/FV0813-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV0813	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	26/05/2024	NA	NA	325.058	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0814-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV0814	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	26/05/2024	NA	NA	291.153	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0815-Euphorbia canariensis-L.-eg_no-ee_si--ns-ep-TC-F00766.jpg	FV0815	Euphorbia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	TC	F00766	26/05/2024	NA	NA	323.243	Cardón	Terrestre	Magnoliopsida	Euphorbiaceae	Endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Gs Ts Cs Fs Ld
images/links_dropbox_protected/FV0817-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV0817	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	26/05/2024	NA	NA	372.694	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0818-Lavatera acerifolia-Cav.-eg_no-ee_si--ns-ep-TC-F01004.jpg	FV0818	Lavatera acerifolia	Cav.	NO	SI	-	Nativo seguro	Especie protegida	TC	F01004	26/05/2024	NA	NA	366.676	Malvarrisco rosada	Terrestre	Magnoliopsida	Malvaceae	Endémico	Plantae	Spermatophyta	NA	Malvales	Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0822-Erica canariensis-Rivas_Mart., M. Osorio & Wildpret-eg_no-ee_no--ns-ep-MA_LT_BF_PH_LHR-F01032.jpg	FV0822	Erica canariensis	Rivas_Mart., M. Osorio & Wildpret	NO	NO	-	Nativo seguro	Especie protegida	MA_LT_BF_PH_LHR	F01032	27/05/2024	NA	NA	782.834	Brezo	Terrestre	Magnoliopsida	Ericaceae	No endémico	Plantae	Spermatophyta	NA	Ericales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0832-Viburnum rugosum-Pers.-eg_no-ee_si--ns-ep-LT_P-F01037.jpg	FV0832	Viburnum rugosum	Pers.	NO	SI	-	Nativo seguro	Especie protegida	LT_P	F01037	27/05/2024	NA	NA	782.385	Follado canario, Follao	Terrestre	Magnoliopsida	Viburnaceae	Endémico	Plantae	Spermatophyta	NA	Dipsacales	Hs Ps Gs Ts Cs
images/links_dropbox_protected/FV0833-Erica canariensis-Rivas_Mart., M. Osorio & Wildpret-eg_no-ee_no--ns-ep-MA_LT_BF_PH_LHR-F01032.jpg	FV0833	Erica canariensis	Rivas_Mart., M. Osorio & Wildpret	NO	NO	-	Nativo seguro	Especie protegida	MA_LT_BF_PH_LHR	F01032	27/05/2024	NA	NA	794.338	Brezo	Terrestre	Magnoliopsida	Ericaceae	No endémico	Plantae	Spermatophyta	NA	Ericales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV0836-Arbutus canariensis-Veill. in Duhamel-eg_no-ee_si--ns-ep-LT_ER-F01030.jpg	FV0836	Arbutus canariensis	Veill. in Duhamel	NO	SI	-	Nativo seguro	Especie protegida	LT_ER	F01030	27/05/2024	NA	NA	792.891	Madroño canario, madroñera	Terrestre	Magnoliopsida	Ericaceae	Endémico	Plantae	Spermatophyta	NA	Ericales	Hs Ps Gs Ts Cs
